dniCliente,fechaCreacion,orden,codigoEjercicio,cantidadSeries,cantidadRepeticiones,descansoSegundos,observaciones
43797588,2025-11-25,7,26,3,10,120,Mantener la técnica durante todo el ejercicio.
43797588,2025-11-25,8,8,4,15,60,Controlar la velocidad de ejecución.
39780814,2025-11-29,1,6,3,10,45,Realizar el movimiento completo.
39780814,2025-11-29,2,43,5,13,30,
39780814,2025-11-29,3,51,5,12,120,Reducir el peso si pierde la técnica.
39780814,2025-11-29,4,26,3,10,90,Evitar impulsos.
39780814,2025-11-29,5,9,3,8,60,
39780814,2025-11-29,6,1,5,10,90,
39780814,2025-11-29,7,54,3,9,45,Aumentar el peso si completa todas las series.
39780814,2025-11-29,8,46,3,9,90,Evitar impulsos.
39780814,2025-11-29,9,10,4,15,90,Mantener la técnica durante todo el ejercicio.
39780814,2025-11-29,10,40,4,11,60,
39780814,2026-01-03,1,12,3,14,120,Reducir el peso si pierde la técnica.
39780814,2026-01-03,2,10,5,13,30,
39780814,2026-01-03,3,41,3,15,60,
39780814,2026-01-03,4,52,4,13,45,Evitar impulsos.
39780814,2026-01-03,5,34,3,11,45,
39780814,2026-01-03,6,2,5,8,120,Evitar impulsos.
39780814,2026-01-03,7,24,5,10,120,Realizar el movimiento completo.
39780814,2026-01-03,8,26,5,14,45,
33220726,2026-07-10,1,49,3,8,45,Controlar la velocidad de ejecución.
33220726,2026-07-10,2,8,3,12,60,Controlar la velocidad de ejecución.
33220726,2026-07-10,3,1,5,9,45,
33220726,2026-07-10,4,17,3,12,120,
33220726,2026-07-10,5,24,3,11,30,
33220726,2026-07-10,6,45,5,14,120,
33220726,2026-07-10,7,44,3,9,60,Mantener la técnica durante todo el ejercicio.
33220726,2026-07-10,8,11,3,10,45,
33533977,2026-02-22,1,34,4,9,120,
33533977,2026-02-22,2,42,4,9,45,
33533977,2026-02-22,3,29,4,13,60,Mantener la técnica durante todo el ejercicio.
33533977,2026-02-22,4,7,3,9,90,Realizar el movimiento completo.
33533977,2026-02-22,5,18,5,10,120,Realizar el movimiento completo.
33533977,2026-02-22,6,5,3,12,45,Mantener la técnica durante todo el ejercicio.
33533977,2026-02-22,7,36,5,11,60,
33533977,2026-07-05,1,9,5,8,30,
33533977,2026-07-05,2,40,4,13,90,
33533977,2026-07-05,3,24,3,9,120,Evitar impulsos.
33533977,2026-07-05,4,55,5,15,90,Realizar el movimiento completo.
33533977,2026-07-05,5,21,3,12,45,
33533977,2026-07-05,6,28,5,14,90,Evitar impulsos.
33533977,2026-07-05,7,33,5,14,60,
44220085,2026-07-22,1,29,5,13,45,Reducir el peso si pierde la técnica.
44220085,2026-07-22,2,28,3,10,90,
44220085,2026-07-22,3,22,5,12,120,Evitar impulsos.
44220085,2026-07-22,4,1,3,14,90,Controlar la velocidad de ejecución.
44220085,2026-07-22,5,52,3,13,45,Reducir el peso si pierde la técnica.
44220085,2026-07-22,6,47,4,8,30,
44220085,2026-02-11,1,40,3,15,120,Reducir el peso si pierde la técnica.
44220085,2026-02-11,2,22,3,10,30,Evitar impulsos.
44220085,2026-02-11,3,41,3,11,120,Evitar impulsos.
44220085,2026-02-11,4,45,3,13,90,
44220085,2026-02-11,5,26,4,8,30,
44220085,2026-02-11,6,43,3,8,60,
44220085,2026-02-11,7,47,3,14,60,
44220085,2026-02-11,8,32,5,11,60,Aumentar el peso si completa todas las series.
44220085,2026-02-11,9,31,3,11,60,
44220085,2026-02-11,10,3,4,13,45,Mantener la técnica durante todo el ejercicio.
44220085,2026-07-21,1,9,5,9,90,
44220085,2026-07-21,2,45,4,15,60,
44220085,2026-07-21,3,20,3,8,120,Realizar el movimiento completo.
44220085,2026-07-21,4,31,3,10,30,Reducir el peso si pierde la técnica.
44220085,2026-07-21,5,37,3,10,120,
44220085,2026-07-21,6,40,3,8,60,Aumentar el peso si completa todas las series.
44220085,2026-07-21,7,48,4,14,30,Evitar impulsos.
44220085,2026-07-21,8,38,3,12,30,Reducir el peso si pierde la técnica.
44220085,2026-07-21,9,4,4,14,120,
44220085,2026-08-06,1,19,5,11,90,
44220085,2026-08-06,2,41,3,13,30,
44220085,2026-08-06,3,10,5,11,45,Realizar el movimiento completo.
44220085,2026-08-06,4,22,4,14,90,Mantener la técnica durante todo el ejercicio.
44220085,2026-08-06,5,49,4,11,90,
44220085,2026-08-06,6,13,5,9,30,Reducir el peso si pierde la técnica.
40089551,2026-08-02,1,5,5,10,90,
40089551,2026-08-02,2,38,5,11,30,Realizar el movimiento completo.
40089551,2026-08-02,3,10,3,10,30,Controlar la velocidad de ejecución.
40089551,2026-08-02,4,4,5,12,90,
40089551,2026-08-02,5,11,4,15,45,Reducir el peso si pierde la técnica.
40089551,2026-08-02,6,15,3,14,45,Mantener la técnica durante todo el ejercicio.
40089551,2026-08-02,7,6,3,12,45,Realizar el movimiento completo.
40089551,2026-08-02,8,55,5,10,30,
40089551,2026-08-02,9,49,5,15,60,
40089551,2026-08-02,10,8,3,10,30,Aumentar el peso si completa todas las series.
40089551,2026-03-22,1,48,4,14,45,Mantener la técnica durante todo el ejercicio.
40089551,2026-03-22,2,10,4,11,120,Controlar la velocidad de ejecución.
40089551,2026-03-22,3,53,4,14,90,
40089551,2026-03-22,4,9,5,12,90,Evitar impulsos.
40089551,2026-03-22,5,28,3,8,30,Controlar la velocidad de ejecución.
40089551,2026-03-22,6,16,5,8,30,
40089551,2026-03-22,7,31,3,14,45,Evitar impulsos.
40089551,2026-03-22,8,39,4,13,60,Reducir el peso si pierde la técnica.
40089551,2026-03-22,9,52,3,9,60,Controlar la velocidad de ejecución.
40089551,2026-06-25,1,36,5,11,30,
40089551,2026-06-25,2,53,5,14,30,Mantener la técnica durante todo el ejercicio.
40089551,2026-06-25,3,54,5,10,30,
40089551,2026-06-25,4,38,3,12,30,
40089551,2026-06-25,5,11,3,13,60,Controlar la velocidad de ejecución.
40089551,2026-06-25,6,1,4,8,30,Controlar la velocidad de ejecución.
40089551,2026-06-25,7,34,3,14,30,Realizar el movimiento completo.
35579881,2026-01-25,1,47,5,15,60,Reducir el peso si pierde la técnica.
35579881,2026-01-25,2,30,3,10,90,Mantener la técnica durante todo el ejercicio.
35579881,2026-01-25,3,54,5,9,60,Aumentar el peso si completa todas las series.
35579881,2026-01-25,4,43,3,13,60,
35579881,2026-01-25,5,53,4,9,90,Aumentar el peso si completa todas las series.
35579881,2026-01-25,6,17,5,15,30,
35579881,2026-01-25,7,3,3,13,90,
35579881,2026-01-25,8,4,3,15,30,
35579881,2026-01-25,9,39,4,15,120,Evitar impulsos.
35579881,2026-01-25,10,24,5,12,120,Evitar impulsos.
44674576,2026-07-24,1,13,5,12,45,Aumentar el peso si completa todas las series.
44674576,2026-07-24,2,11,3,9,30,Controlar la velocidad de ejecución.
44674576,2026-07-24,3,25,4,11,45,Aumentar el peso si completa todas las series.
44674576,2026-07-24,4,10,4,10,90,
44674576,2026-07-24,5,16,3,13,30,Controlar la velocidad de ejecución.
44674576,2026-07-24,6,2,3,11,45,Mantener la técnica durante todo el ejercicio.
44674576,2026-07-13,1,41,4,10,30,Reducir el peso si pierde la técnica.
44674576,2026-07-13,2,13,3,15,60,Controlar la velocidad de ejecución.
44674576,2026-07-13,3,9,5,11,60,Reducir el peso si pierde la técnica.
44674576,2026-07-13,4,18,4,13,60,Mantener la técnica durante todo el ejercicio.
44674576,2026-07-13,5,31,4,9,90,
44674576,2026-07-13,6,20,5,9,90,Aumentar el peso si completa todas las series.
44674576,2026-07-13,7,16,4,12,120,Realizar el movimiento completo.
39005282,2026-07-10,1,49,5,12,120,Evitar impulsos.
39005282,2026-07-10,2,52,4,11,45,
39005282,2026-07-10,3,53,4,14,90,Mantener la técnica durante todo el ejercicio.
39005282,2026-07-10,4,51,4,10,120,Aumentar el peso si completa todas las series.
39005282,2026-07-10,5,46,3,11,120,
39005282,2026-07-10,6,11,3,14,45,Aumentar el peso si completa todas las series.
39005282,2026-07-10,7,21,5,13,90,
39005282,2026-07-10,8,54,4,15,45,Realizar el movimiento completo.
39005282,2026-03-23,1,1,5,9,30,
39005282,2026-03-23,2,42,5,12,120,Realizar el movimiento completo.
39005282,2026-03-23,3,43,3,13,30,
39005282,2026-03-23,4,32,3,13,30,
39005282,2026-03-23,5,3,4,14,45,Mantener la técnica durante todo el ejercicio.
39005282,2026-03-23,6,46,4,14,30,Aumentar el peso si completa todas las series.
39005282,2026-03-23,7,50,3,15,45,Reducir el peso si pierde la técnica.
39005282,2026-03-23,8,52,4,9,120,Controlar la velocidad de ejecución.
39005282,2026-03-23,9,13,4,11,30,Controlar la velocidad de ejecución.
39005282,2026-07-30,1,53,4,10,120,Mantener la técnica durante todo el ejercicio.
39005282,2026-07-30,2,49,5,11,30,Realizar el movimiento completo.
39005282,2026-07-30,3,37,5,9,30,Evitar impulsos.
39005282,2026-07-30,4,54,5,13,45,
39005282,2026-07-30,5,46,4,14,90,Mantener la técnica durante todo el ejercicio.
39005282,2026-07-30,6,22,5,14,120,Reducir el peso si pierde la técnica.
39005282,2026-07-30,7,3,4,12,90,Mantener la técnica durante todo el ejercicio.
39005282,2026-07-30,8,25,4,15,120,Evitar impulsos.
39005282,2026-07-30,9,9,5,11,60,Aumentar el peso si completa todas las series.
47775011,2026-08-02,1,1,3,14,45,
47775011,2026-08-02,2,18,5,15,30,Aumentar el peso si completa todas las series.
47775011,2026-08-02,3,6,3,12,90,Aumentar el peso si completa todas las series.
47775011,2026-08-02,4,41,4,12,120,Realizar el movimiento completo.
47775011,2026-08-02,5,45,3,10,90,
47775011,2026-08-02,6,37,3,12,45,Mantener la técnica durante todo el ejercicio.
47775011,2026-08-01,1,3,4,8,45,Mantener la técnica durante todo el ejercicio.
47775011,2026-08-01,2,37,4,12,60,Aumentar el peso si completa todas las series.
47775011,2026-08-01,3,22,3,14,45,
47775011,2026-08-01,4,4,3,14,60,
47775011,2026-08-01,5,43,5,11,60,Evitar impulsos.
47775011,2026-08-01,6,48,4,10,30,Realizar el movimiento completo.
47775011,2026-08-01,7,23,4,9,30,Evitar impulsos.
47775011,2026-08-01,8,52,3,8,30,Realizar el movimiento completo.
47775011,2026-05-15,1,20,4,12,30,
47775011,2026-05-15,2,36,5,9,90,
47775011,2026-05-15,3,22,4,15,30,Controlar la velocidad de ejecución.
47775011,2026-05-15,4,26,5,15,90,Evitar impulsos.
47775011,2026-05-15,5,5,3,13,45,Realizar el movimiento completo.
47775011,2026-05-15,6,30,3,9,30,
47775011,2026-05-15,7,17,3,13,120,
47775011,2026-05-15,8,38,4,11,120,Reducir el peso si pierde la técnica.
47775011,2026-05-15,9,19,4,12,45,Realizar el movimiento completo.
47775011,2026-05-15,10,24,5,11,120,
47775011,2026-07-14,1,30,3,13,45,Mantener la técnica durante todo el ejercicio.
47775011,2026-07-14,2,55,3,9,60,
47775011,2026-07-14,3,28,4,15,120,Reducir el peso si pierde la técnica.
47775011,2026-07-14,4,14,3,11,90,
47775011,2026-07-14,5,44,3,13,60,
47775011,2026-07-14,6,45,5,15,45,
47775011,2026-07-14,7,16,3,13,30,
47775011,2026-07-14,8,7,5,8,60,
47775011,2026-07-14,9,31,5,8,90,Mantener la técnica durante todo el ejercicio.
30008181,2026-01-24,1,48,4,9,90,Realizar el movimiento completo.
30008181,2026-01-24,2,11,4,13,45,
30008181,2026-01-24,3,3,3,14,120,Aumentar el peso si completa todas las series.
30008181,2026-01-24,4,9,3,15,60,Aumentar el peso si completa todas las series.
30008181,2026-01-24,5,37,4,11,120,Evitar impulsos.
30008181,2026-01-24,6,12,4,8,120,
30008181,2026-01-24,7,35,4,12,45,
30008181,2026-01-24,8,20,5,12,30,Mantener la técnica durante todo el ejercicio.
30008181,2026-01-24,9,26,5,12,90,
30008181,2026-01-24,10,16,5,13,90,Mantener la técnica durante todo el ejercicio.
46988479,2026-04-03,1,54,3,11,120,
46988479,2026-04-03,2,33,3,11,90,Evitar impulsos.
46988479,2026-04-03,3,13,4,13,90,Reducir el peso si pierde la técnica.
46988479,2026-04-03,4,42,3,9,90,Aumentar el peso si completa todas las series.
46988479,2026-04-03,5,43,4,11,30,
46988479,2026-04-03,6,14,4,11,90,Aumentar el peso si completa todas las series.
46988479,2026-07-27,1,31,5,15,120,Reducir el peso si pierde la técnica.
46988479,2026-07-27,2,42,3,13,90,Controlar la velocidad de ejecución.
46988479,2026-07-27,3,9,4,11,90,Aumentar el peso si completa todas las series.
46988479,2026-07-27,4,12,3,13,45,Mantener la técnica durante todo el ejercicio.
46988479,2026-07-27,5,38,4,14,60,Realizar el movimiento completo.
46988479,2026-07-27,6,52,5,8,30,Mantener la técnica durante todo el ejercicio.
46988479,2026-07-27,7,34,3,9,60,
46988479,2026-07-27,8,16,5,8,45,Mantener la técnica durante todo el ejercicio.
46988479,2026-07-27,9,6,4,11,60,
46988479,2026-07-27,10,19,4,8,120,Realizar el movimiento completo.
41472576,2026-02-16,1,54,5,14,120,
41472576,2026-02-16,2,53,3,10,60,Reducir el peso si pierde la técnica.
41472576,2026-02-16,3,3,3,11,30,Controlar la velocidad de ejecución.
41472576,2026-02-16,4,24,4,13,30,Realizar el movimiento completo.
41472576,2026-02-16,5,37,4,12,120,Controlar la velocidad de ejecución.
41472576,2026-02-16,6,43,4,11,90,Controlar la velocidad de ejecución.
41472576,2026-02-16,7,35,4,15,60,Aumentar el peso si completa todas las series.
39143728,2025-11-29,1,3,5,10,30,
39143728,2025-11-29,2,17,3,15,90,
39143728,2025-11-29,3,28,3,9,30,Realizar el movimiento completo.
39143728,2025-11-29,4,48,5,8,90,Reducir el peso si pierde la técnica.
39143728,2025-11-29,5,52,3,10,60,Mantener la técnica durante todo el ejercicio.
39143728,2025-11-29,6,18,5,15,45,Reducir el peso si pierde la técnica.
39143728,2025-12-10,1,54,3,12,30,Mantener la técnica durante todo el ejercicio.
39143728,2025-12-10,2,38,4,13,30,Realizar el movimiento completo.
39143728,2025-12-10,3,1,4,8,60,
39143728,2025-12-10,4,48,3,13,30,Realizar el movimiento completo.
39143728,2025-12-10,5,44,5,12,30,Reducir el peso si pierde la técnica.
39143728,2025-12-10,6,55,4,15,90,Realizar el movimiento completo.
39143728,2025-12-10,7,47,5,8,30,Mantener la técnica durante todo el ejercicio.
39143728,2025-12-10,8,2,3,10,45,Reducir el peso si pierde la técnica.
39143728,2026-01-04,1,40,5,8,120,Mantener la técnica durante todo el ejercicio.
39143728,2026-01-04,2,36,3,11,45,Controlar la velocidad de ejecución.
39143728,2026-01-04,3,39,3,8,90,Realizar el movimiento completo.
39143728,2026-01-04,4,34,5,15,60,Aumentar el peso si completa todas las series.
39143728,2026-01-04,5,30,3,14,90,Reducir el peso si pierde la técnica.
39143728,2026-01-04,6,4,3,14,30,Aumentar el peso si completa todas las series.
39143728,2026-02-14,1,22,3,10,90,Evitar impulsos.
39143728,2026-02-14,2,3,3,12,90,Reducir el peso si pierde la técnica.
39143728,2026-02-14,3,13,5,9,120,Mantener la técnica durante todo el ejercicio.
39143728,2026-02-14,4,1,4,12,120,Aumentar el peso si completa todas las series.
39143728,2026-02-14,5,28,4,10,60,Reducir el peso si pierde la técnica.
39143728,2026-02-14,6,7,4,15,90,Reducir el peso si pierde la técnica.
39143728,2026-02-14,7,48,4,8,60,Aumentar el peso si completa todas las series.
39143728,2026-02-14,8,21,3,10,30,
39143728,2026-02-14,9,18,4,8,30,
39143728,2026-02-14,10,2,4,12,90,
39143728,2026-03-29,1,36,4,9,60,Reducir el peso si pierde la técnica.
39143728,2026-03-29,2,51,4,15,60,
39143728,2026-03-29,3,55,3,8,30,Aumentar el peso si completa todas las series.
39143728,2026-03-29,4,50,3,9,90,Mantener la técnica durante todo el ejercicio.
39143728,2026-03-29,5,5,4,12,90,
39143728,2026-03-29,6,18,3,13,60,
39143728,2026-03-29,7,54,5,15,120,Realizar el movimiento completo.
39143728,2026-05-04,1,27,3,11,60,Evitar impulsos.
39143728,2026-05-04,2,43,3,8,90,Controlar la velocidad de ejecución.
39143728,2026-05-04,3,40,4,14,45,Aumentar el peso si completa todas las series.
39143728,2026-05-04,4,41,5,8,90,Realizar el movimiento completo.
39143728,2026-05-04,5,8,4,11,120,
39143728,2026-05-04,6,24,3,8,60,Evitar impulsos.
39143728,2026-07-14,1,46,3,15,60,
39143728,2026-07-14,2,9,4,14,90,Realizar el movimiento completo.
39143728,2026-07-14,3,1,3,8,60,
39143728,2026-07-14,4,33,5,13,60,Controlar la velocidad de ejecución.
39143728,2026-07-14,5,54,4,14,60,
39143728,2026-07-14,6,52,5,12,60,Reducir el peso si pierde la técnica.
39143728,2026-07-14,7,27,4,13,120,Aumentar el peso si completa todas las series.
30498521,2026-01-22,1,3,5,9,45,
30498521,2026-01-22,2,19,5,13,45,
30498521,2026-01-22,3,35,3,10,60,
30498521,2026-01-22,4,22,5,14,45,Controlar la velocidad de ejecución.
30498521,2026-01-22,5,16,4,11,90,Mantener la técnica durante todo el ejercicio.
30498521,2026-01-22,6,45,5,15,60,Evitar impulsos.
30498521,2026-01-22,7,52,5,12,60,Mantener la técnica durante todo el ejercicio.
30498521,2026-07-18,1,33,4,9,60,Reducir el peso si pierde la técnica.
30498521,2026-07-18,2,38,5,15,120,
30498521,2026-07-18,3,23,5,8,120,Evitar impulsos.
30498521,2026-07-18,4,36,5,8,30,Reducir el peso si pierde la técnica.
30498521,2026-07-18,5,21,3,15,45,
30498521,2026-07-18,6,3,3,11,60,Controlar la velocidad de ejecución.
30498521,2026-04-16,1,25,3,9,60,Realizar el movimiento completo.
30498521,2026-04-16,2,27,3,10,90,Mantener la técnica durante todo el ejercicio.
30498521,2026-04-16,3,45,4,12,90,Controlar la velocidad de ejecución.
30498521,2026-04-16,4,22,5,9,120,
30498521,2026-04-16,5,16,3,9,120,
30498521,2026-04-16,6,26,4,13,30,Aumentar el peso si completa todas las series.
30498521,2026-04-16,7,33,3,12,120,Evitar impulsos.
30498521,2026-04-16,8,50,3,10,30,Mantener la técnica durante todo el ejercicio.
30498521,2026-04-16,9,19,4,11,120,
30498521,2026-04-16,10,52,3,8,90,Evitar impulsos.
30498521,2026-07-15,1,30,3,10,120,Aumentar el peso si completa todas las series.
30498521,2026-07-15,2,8,5,9,120,Evitar impulsos.
30498521,2026-07-15,3,55,4,9,45,Mantener la técnica durante todo el ejercicio.
30498521,2026-07-15,4,20,4,15,90,Reducir el peso si pierde la técnica.
30498521,2026-07-15,5,49,3,15,45,
30498521,2026-07-15,6,21,3,13,30,Controlar la velocidad de ejecución.
37894239,2026-07-30,1,40,3,13,60,Reducir el peso si pierde la técnica.
37894239,2026-07-30,2,11,4,12,120,Reducir el peso si pierde la técnica.
37894239,2026-07-30,3,44,3,11,90,Aumentar el peso si completa todas las series.
37894239,2026-07-30,4,51,5,15,120,Evitar impulsos.
37894239,2026-07-30,5,26,5,10,30,
37894239,2026-07-30,6,18,3,14,90,Controlar la velocidad de ejecución.
37894239,2026-07-30,7,42,5,8,45,Reducir el peso si pierde la técnica.
37894239,2026-07-30,8,27,4,9,120,Controlar la velocidad de ejecución.
37894239,2026-07-27,1,15,4,14,60,Mantener la técnica durante todo el ejercicio.
37894239,2026-07-27,2,41,3,8,120,
37894239,2026-07-27,3,35,5,14,60,Controlar la velocidad de ejecución.
37894239,2026-07-27,4,22,4,15,120,Mantener la técnica durante todo el ejercicio.
37894239,2026-07-27,5,33,3,8,120,Controlar la velocidad de ejecución.
37894239,2026-07-27,6,16,5,9,60,
37894239,2026-07-27,7,25,4,14,45,
37894239,2026-07-27,8,2,3,8,90,Controlar la velocidad de ejecución.
37894239,2026-07-27,9,5,3,11,30,Aumentar el peso si completa todas las series.
37894239,2026-07-27,10,28,3,13,45,Controlar la velocidad de ejecución.
43412266,2026-05-06,1,1,4,10,45,Controlar la velocidad de ejecución.
43412266,2026-05-06,2,54,3,9,60,Mantener la técnica durante todo el ejercicio.
43412266,2026-05-06,3,39,5,11,120,Aumentar el peso si completa todas las series.
43412266,2026-05-06,4,32,5,13,120,Aumentar el peso si completa todas las series.
43412266,2026-05-06,5,25,3,12,60,
43412266,2026-05-06,6,24,4,13,30,Controlar la velocidad de ejecución.
43412266,2026-05-06,7,41,4,9,120,Aumentar el peso si completa todas las series.
43412266,2026-05-06,8,23,3,12,90,
43412266,2026-05-06,9,14,3,8,45,Reducir el peso si pierde la técnica.
43412266,2026-05-06,10,38,4,9,45,Reducir el peso si pierde la técnica.
47954493,2026-01-10,1,21,5,8,45,
47954493,2026-01-10,2,22,4,8,90,
47954493,2026-01-10,3,9,4,10,90,Realizar el movimiento completo.
47954493,2026-01-10,4,28,5,11,90,Realizar el movimiento completo.
47954493,2026-01-10,5,42,3,9,45,
47954493,2026-01-10,6,4,5,10,30,Mantener la técnica durante todo el ejercicio.
47954493,2026-01-10,7,26,5,11,60,Mantener la técnica durante todo el ejercicio.
47954493,2026-01-10,8,23,3,15,30,Controlar la velocidad de ejecución.
47954493,2026-01-10,9,27,4,9,120,Realizar el movimiento completo.
47954493,2026-07-26,1,24,5,9,45,Evitar impulsos.
47954493,2026-07-26,2,5,5,11,60,
47954493,2026-07-26,3,31,3,10,30,
47954493,2026-07-26,4,51,3,10,60,Reducir el peso si pierde la técnica.
47954493,2026-07-26,5,3,5,10,60,Mantener la técnica durante todo el ejercicio.
47954493,2026-07-26,6,41,3,15,30,
47954493,2026-07-26,7,11,3,14,90,Realizar el movimiento completo.
47954493,2026-07-19,1,45,3,13,120,Evitar impulsos.
47954493,2026-07-19,2,16,4,9,120,Evitar impulsos.
